label;birth date;death date
R. M. Hare;1919-03-21;2002-01-29
R. N. Jayagopal;1935-08-17;2008-05-19
R. O. Morris;1886-03-03;1948-12-14
R. R. Patil;1957-08-16;2015-02-16
RJ Rosales;1974-03-24;2011-12-04
R A Streatfeild;1866-06-22;1919-02-06
Rachel Bissex;1956-12-27;2005-02-20
Rachmat Kartolo;1938-03-13;2001-09-18
Rade Jovanović (composer);1928-04-15;1986-04-15
Raden Adipati Aria Muharam Wiranatakusumah;1888-11-28;1965-01-22
Raden Machjar Angga Koesoemadinata;1902-12-07;1979-04-09
Radha Jayalakshmi;None;2014-05-27
Radhames Aracena;1930-05-13;1999-12-11
Radhanath Ray;1848-09-28;1908-04-17
Radim Drejsl;1923-04-29;1953-04-20
Radka Toneff;1952-06-25;1982-10-21
Rafael Alers;1903-10-16;1978-03-20
Rafael Barrientos;None;2008-08-02
Rafael Cepeda;1910-07-10;1996-07-21
Rafael Druian;1923-01-20;2002-09-06
Rafael Escalona;1927-05-26;2009-05-13
Rafael Frühbeck de Burgos;1933-09-15;2014-06-11
Rafael Hernández Marín;1892-10-24;1965-12-11
Rafael Montes;1923-11-27;2012-01-08
Rafael Muñoz (musician);1900-09-05;1961-09-02
Rafael Orozco Maestre;1954-03-24;1992-06-11
Raffaele Arié;1920-08-22;1988-03-17
Raffaele Ferlotti;1819-02-27;1891-11-11
Rafig Babayev;1937-03-31;1994-03-19
Ragheb Moftah;1898-12-21;2001-06-16
Raghunath Panigrahi;1932-08-10;2013-08-25
Raghunath Seth;None;2014-02-15
Ragnar Hasselgren;1904-06-03;['1982-09-01', '1982-09-28']
Rahim Fahimuddin Dagar;1927-02-02;2011-07-27
Rahim Mehryar;None;2010-06-23
Rahim Moeini Kermanshahi;1926-02-06;2015-11-17
Rahsaan Roland Kirk;1935-08-07;1977-12-05
Raimond Valgre;1913-10-07;1949-12-31
Raimondo Boucheron;1800-03-15;1876-02-28
Raimundo Valenzuela;1848-01-23;1905-04-27
Rainer Bloss;None;2015-12-10
Rainer Ptacek;1951-06-07;1997-11-12
Rainer Riehn;1941-11-12;2015-06-09
Raja Nara Singh;None;1850-04-11
Rajab Ali Khan;1874-09-03;1959-01-08
Rajae Belmlih;1962-04-22;2007-09-02
Rajam Pushpavanam;None;1991-12-06
Rajendra Singh Rana;1961-07-01;2015-10-27
Rajka Vali;1924-09-05;2011-03-06
Rajko Kojić;1956-04-12;1997-04-11
Rajneesh;1931-12-11;1990-01-19
Raju Ananthaswamy;1973-04-19;2009-01-17
Rakoto Frah;None;2001-09-29
Ral Donner;1943-02-10;1984-04-06
Rallabhandi Kavitha Prasad;None;2015-03-15
Ralph Bass;1911-05-01;1997-03-05
Ralph Berkowitz;1910-09-05;2011-08-02
Ralph Blane;1914-07-26;1995-11-13
Ralph Butler;1886-10-12;1969-04-08
Ralph D. Foster;1893-04-25;1984-08-11
Ralph Escudero;1898-07-16;1970-04-10
Ralph Flanagan;1914-04-07;1995-12-30
Ralph Gomberg;1921-06-18;2006-12-09
Ralph Heywood;1921-09-11;2007-04-10
Ralph Lyford;1882-02-22;1927-09-03
Ralph MacDonald;1944-03-15;2011-12-18
Ralph Marterie;1914-12-24;1978-10-10
Ralph Mercado;1941-09-29;2009-03-10
Ralph Miliband;1924-01-07;1994-05-21
Ralph Mooney;1928-09-16;2011-03-20
Ralph Patt;1929-12-05;2010-10-06
Ralph Peer;1892-05-22;1960-01-19
Ralph Rainger;1901-10-07;1942-10-23
Ralph Sharon;1923-09-17;2015-03-31
Ralph Sutton;1922-11-04;2001-12-30
Ralph Willis (blues musician);None;1957-06-11
Ralph Young (singer);1918-07-01;2008-08-22
Åse Wentzel;1924-01-02;2009-08-30
Óscar Avilés;1924-03-24;2014-04-05
Östen Warnerbring;1934-11-22;2006-01-18
İstemihan Taviloğlu;1945-04-15;2006-03-17
Santha P. Nair;1929-09-05;2008-07-26
Santiago Almeida;1911-07-25;1999-07-08
Santiago Chalar;1938-09-25;1994-11-21
Santiago Masarnau Fernández;1805-12-09;1882-12-14
Santiago Stevenson;1928-10-17;2007-06-03
Santidev Ghosh;1910-05-07;1999-12-01
Santino Garsi da Parma;1542-02-22;1604-01-17
Santo Pecora;1902-03-21;1984-05-29
Santokben Jadeja;None;2011-03-31
Santy Runyon;1907-07-04;2003-04-04
Sara Carter;1898-07-21;1979-01-08
Sara Gadimova;1922-05-31;2005-05-12
Sara Kishon;1931-10-08;2002-03-24
Sara Martin;1884-06-18;1955-05-24
Sara Scuderi;1906-12-11;1987-12-24
Sarah Ann Glover;1785-11-13;1867-10-20
Sarah Bates (singer);None;1811-12-11
Sarah Bosmans-Benedicts;1861-10-23;1949-11-12
Sarah Makem;1900-10-18;1983-04-20
Sarah Ogan Gunning;1910-06-28;1983-11-14
Sarah Vaughan;1924-03-27;1990-04-03
Saramae Endich;1928-11-11;1969-06-12
Saraswati Rane;1913-10-04;2006-10-10
Sardi (musician);None;1953-10-21
Sargis Barkhudaryan;1887-08-26;1973-10-25
Saro Vera;1922-10-06;2000-05-07
Saroj Nalini Dutt;1887-10-09;1925-01-19
Sascha Jacobsen;1895-12-11;1972-03-19
Sasha Argov;1914-11-05;1995-09-27
Sathima Bea Benjamin;1936-10-17;2013-08-20
Sattam bin Abdulaziz Al Saud;1941-01-21;2013-02-12
Saturno Meletti;None;1985-09-23
Satya Saha;1934-12-25;1999-01-27
Sauli Lehtonen;1975-04-10;1995-09-09
Saulius Mykolaitis;1966-01-15;2006-02-18
Saunders King;1909-03-13;2000-08-31
Savannah Churchill;1920-08-21;1974-04-19
Sawai Gandharva;1886-01-19;1952-09-12
Sax Kari;1920-02-06;2009-10-01
Saxie Dowell;1904-05-24;1974-07-22
Saya Tin;1894-02-12;1950-08-08
Sayed Darwish;1892-03-17;1923-09-15
Sayed Mekawy;1927-05-08;['1997-04-21', '1997-04-27']
Sayyad Laal Shah Hamdani;None;1896-01-29
Saúl Martínez García;1914-03-30;1969-01-03
Saša Marković Mikrob;1959-10-21;2010-07-15
Scatman John;1942-03-13;1999-12-03
Schahan Berberian;1891-01-01;1956-10-09
Schoolboy Cleve;1925-06-10;2008-02-05
Scipio Colombo;1910-05-25;2002-04-13
Scipione Dentice;1560-01-29;1633-04-21
Scot Halpin;1954-02-03;2008-02-09
Scott Appel;1954-03-03;2003-03-11
Scott Asheton;1949-08-16;2014-03-15
Scott Bradley;1891-11-26;1977-04-27
Scott Columbus;1956-11-10;2011-04-04
Scott Joplin;1868-11-24;1917-04-01
Scott LaFaro;1936-04-03;1961-07-06
Scott La Rock;1962-03-02;1987-08-27
Scott Larned;1969-07-03;2005-04-24
Scott Mateer;1960-10-23;2006-12-17
Scott McKenzie;1939-01-10;2012-08-18
Scott Miller (pop musician);1960-04-04;2013-04-15
Scott Russell (tenor);1868-09-25;1949-08-28
Scott Scurlock;1955-03-05;1996-11-26
Scott Smith (musician);1955-02-13;2000-11-30
Scott Turner (songwriter);1931-08-23;2009-02-09
Scott Weiland;1967-10-27;2015-12-03
Scotty (reggae vocalist);None;2003-02-27
Scoville Browne;1909-10-13;1994-10-03
Scrapper Blackwell;1903-02-21;1962-10-07
Scrappy Lambert;1901-05-12;1987-11-30
Screamin' Jay Hawkins;1929-07-18;2000-02-12
Screechy Peach;1959-07-06;2007-04-01
Seagram (rapper);1970-04-13;1996-07-31
Sean Bergin;1948-06-29;2012-09-01
Sean Bonniwell;1940-08-16;2011-12-20
Sean Costello;1979-04-16;2008-04-15
Sean Delaney (musician);1945-01-08;2003-04-13
Sean Dunphy;1937-11-30;2011-05-17
Sean Levert;1968-09-28;2008-03-30
Sean Mayes;1945-03-17;1995-07-12
Sean McGuire;1927-12-26;2005-03-24
Sean Price;1972-03-17;2015-08-08
Sebald Heyden;1499-12-08;1561-07-09
Sebastian Aguilera de Heredia;None;1627-12-16
Sebastian Bach Mills;1839-03-13;1898-12-21
Sebastian Feiersinger;1913-05-05;1984-09-02
Sebastian Lee;1805-12-24;1887-01-04
Sebastian Mayer;None;1835-05-09
Sebastián Alabanda;1950-10-31;2014-06-10
Seemab Akbarabadi;1882-06-05;1951-01-31
Seetha Doraiswamy;1926-01-27;2013-03-14
Sehba Akhtar;1931-09-30;1996-02-19
Sejr Volmer-Sørensen;1914-02-07;1982-05-11
Sekou Sundiata;1948-08-22;2007-07-18
Selim Sesler;1957-01-01;2014-05-09
Selma Ek;1856-09-03;1941-05-03
Selwyn Baptiste;1936-07-10;2012-01-05
Semmangudi Srinivasa Iyer;1908-07-25;2003-10-31
Senyaka (rapper);None;2015-03-25
Seosamh Ó hÉanaí;1919-10-15;1984-05-01
Seppo Heikinheimo;1938-06-03;1997-05-26
Sera (musician);1990-06-08;2012-07-31
Serafim Tulikov;1914-07-07;2004-06-29
Serge Chaloff;1923-11-24;1957-07-16
Serge Collot;1923-12-27;2015-08-11
Serge Conus;1902-10-18;1988-10-26
Serge Reggiani;1922-05-02;2004-07-23
Serge de Gastyne;1930-07-27;1992-07-24
Sergei Lyapunov;1859-11-30;1924-11-08
Sergei Protopopov;1893-04-02;1954-12-14
Sergei Yudin (tenor);1889-07-08;1963-05-05
Sergej Larin;1956-03-09;2008-01-13
Sergey Korzhukov;1959-12-02;1994-07-20
Sergey Nagovitsyn;1968-07-22;1999-12-21
Sergio Blanco (singer);1948-11-17;2015-02-15
Sergio Bruni;1921-09-15;2003-06-22
Sergio Fiorentino;1927-12-22;1998-08-22
Sergio Franchi;1926-04-06;1990-05-01
Sergio Gómez;1973-06-02;2007-12-02
Sergio Lauricella;1921-06-19;2008-05-02
Sergio Vega (singer);1969-09-12;2010-06-26
Sergiu Luca;1943-04-05;2010-12-06
Sergius Kagen;1909-08-22;1964-03-01
Sesto Bruscantini;1919-12-10;2003-05-04
Set Svanholm;1904-09-02;1964-10-04
Seth Putnam;1968-05-15;2011-06-11
Severino Gazzelloni;1919-01-05;1992-11-21
Sevim Tanürek;None;1998-05-16
Sextus Miskow;1857-02-03;1928-11-24
Seyid Shushinski;1889-04-12;1965-11-01
Seymour Barab;1921-01-09;2014-06-28
Seymour Mullings;1931-05-12;2013-10-09
Seymour Schwartzman;1930-12-07;2009-01-18
Seymour Simons;1896-01-14;1949-02-12
Seymour Österwall;1908-02-20;1981-08-03
Seán Potts;1930-10-05;2014-02-11
Seán Ryan (Irish fiddler);None;1985-11-15
Seán Ó Riada;1931-08-01;1971-10-03
Shad Collins;1910-06-27;1978-06-06
Shadow Morton;1941-09-03;2013-02-14
Shadow Wilson;1919-09-25;1959-07-11
Shafiga Akhundova;1924-01-21;2013-07-26
Shah Abdul Karim;1916-02-15;2009-09-12
Shahmirza Moradi;1924-12-14;1997-12-14
Shaik Dawood Khan;1916-12-16;1992-03-21
Shailendra (lyricist);['1921-08-30', '1923-08-30'];['1966-12-14', '1967-12-14']
Shake Keane;1927-05-30;1997-11-11
Shakey Jake Harris;1921-04-12;1990-03-02
Shamim Ahmed Khan;1938-09-10;2012-02-14
Shamiram Urshan;None;2011-06-25
Shamshad Begum;1919-04-14;2013-04-23
Shamsi Badalbeyli;1911-02-23;1987-05-23
Shane Gibson (musician);1979-02-21;2014-04-15
Shang Xiaoyun;None;1976-04-19
Shankar Jaikishan;['1922-10-15', '1929-11-04'];['1971-09-12', '1987-04-26']
Shannon Hoon;1967-09-26;1995-10-21
Sharadindu Bandyopadhyay;1899-03-30;1970-09-22
Sharafat Hussain Khan;1930-07-01;1985-07-07
Sharan Rani Backliwal;1929-04-09;2008-04-08
Sharifah Aini;1953-07-02;2014-07-05
Sharkey Bonano;1904-04-09;1972-03-27
Sharon Higgins;1941-07-06;2003-01-03
Sharon Redd;1945-10-19;1992-05-01
Sharon Tandy;1943-09-18;2015-03-21
Shawn Lane;1963-03-21;2003-09-26
Shaye Cogan;1923-09-20;2009-06-12
Sheb Wooley;1921-04-10;2003-09-16
Sheik Chinna Moulana;1924-05-12;1999-04-13
Sheikh Imam;1918-07-02;1995-06-07
Sheila Andrews;None;1984-12-26
Sheila Dhar;None;2001-07-26
Sheila Guyse;1925-07-14;2013-12-28
Sheila Tracy;1934-01-10;2014-10-01
Shelby Singleton;1931-12-16;2009-10-07
Shelby Starner;None;2003-06-22
Sheldon Kurland;1928-06-09;2010-01-06
Shelly Manne;1920-06-11;1984-09-26
Shelt Carpenter;1862-02-07;1937-04-28
Shelton Brooks;1886-05-04;1975-09-06
Shelton Hemphill;1906-03-16;1960-01-06
Shep Fields;1910-09-12;1981-02-23
Sherman Edwards;1919-04-04;1981-03-30
Sherman Ferguson;1944-10-31;2006-01-22
Sherman Halsey;1957-02-22;2013-10-29
Sherman Walt;1923-08-22;1989-10-26
Sherrick;1957-07-06;1999-01-22
Shi Pei Pu;1938-12-21;2009-06-30
Shifty Henry;1921-10-04;1958-11-30
Shin Hae-chul;1968-05-06;2014-10-27
Shinichi Suzuki (violinist);1898-10-17;1998-01-26
Shirley Clay;None;1951-02-07
Shirley Collie Nelson;1931-03-16;2010-01-27
Shirley Ellis;1929-01-19;2005-10-05
Shirley Goodman;1936-06-19;2005-07-05
Shirley Gunter;1934-09-29;2015-12-01
Shirley Horn;1934-05-01;2005-10-20
Shirley Scott;1934-03-14;2002-03-10
Shirley Slesinger Lasswell;1923-05-27;2007-07-19
Shirley Thoms;1925-01-12;1999-07-01
Shirley Walker;1945-04-10;2006-11-30
Shiro Miya;1943-01-17;2012-11-19
Shiv Dayal Batish;1914-12-14;2006-07-29
Shiva (singer);1971-04-04;1995-06-18
Shiva Shankar;1932-02-22;2004-11-14
Shizuko Kasagi;1914-08-25;1985-03-30
Shlomo Carlebach (musician);1925-01-14;1994-10-21
Shmulik Kraus;1935-07-01;2013-02-17
Shobha Gurtu;1925-02-08;2004-09-27
Shoista Mullojonova;1925-09-03;2010-06-26
Sholom Secunda;None;1974-06-13
Shony Alex Braun;None;2002-10-04
Shooby Taylor;1929-09-19;2003-06-04
Shorty Baker;1914-05-26;1966-11-08
Shorty Long;1940-05-20;1969-06-29
Shorty Rogers;1924-04-14;1994-11-07
Shorty Sherock;1915-11-17;1980-02-19
Shoshana Damari;1923-03-31;2006-02-14
Shot Jackson;1920-09-04;1991-01-24
Shovkat Alakbarova;1922-10-10;1993-02-07
Shovkat Mammadova;1897-04-18;1981-06-08
Shraddha Pandit;1982-07-04;1982-07-04
Shrekeezy;1993-10-24;['1993-10-29', '2015-08-29']
Shrikrishna Narayan Ratanjankar;1900-01-01;1974-02-14
Shrinivas Khale;1926-04-30;2011-09-02
Shug Fisher;1907-09-26;1984-03-16
Shulamit Doniach;1905-01-25;1996-06-20
Shusha Guppy;1935-12-24;2008-03-21
Si Siman;1921-01-17;1994-12-16
Si Zentner;1917-06-13;2000-01-31
Sid Bass (songwriter);1913-01-22;1993-06-19
Sid Bernstein;1918-08-12;2013-08-21
Sid Catlett;1910-01-17;1951-03-25
Sid Harkreader;1898-02-26;1988-03-19
Sid Phillips (musician);1907-06-14;1973-05-24
Sid Tepper;1918-06-25;2015-04-24
Sid Vicious;1957-05-10;1979-02-02
Sidi Tal;1912-09-08;1983-08-17
Sidney Arodin;1901-03-29;1948-02-06
Sidney Bechet;1897-05-14;1959-05-14
Sidney Brown (accordion maker);None;1981-08-06
Sidney Campbell;None;1974-06-04
Sidney De Paris;1905-05-30;1967-09-13
Sidney Desvigne;1893-09-11;1959-12-02
Sidney Harth;1925-10-05;2011-02-15
Sidney Lippman;1914-03-01;2003-03-11
Sidney Miller (actor);1916-10-22;2004-01-10
Siegfried Dehn;1799-02-24;1858-04-12
Siegfried Fink;1928-02-08;2006-05-03
Siegfried Ochs;1858-04-19;1929-02-06
Siegfried Saloman;1816-10-02;1899-07-22
Sieglinde Wagner;1921-04-21;2003-12-31
Siegmund Nissel;1922-01-03;2008-05-21
Sigbjørn Bernhoft Osa;1910-05-03;1990-02-02
Sigismund Bachrich;1841-01-23;1913-07-16
Sigmund Spaeth;1885-04-10;1965-11-12
Signe Amundsen;1899-06-09;1987-05-13
Signe Toly Anderson;1941-09-15;2016-01-28
Sigrid Arnoldson;1861-03-20;1943-02-07
Sigrid Onégin;1889-06-01;1943-06-13
Sigrid Sköldberg-Pettersson;1870-10-07;1941-10-15
Sigurd Björling;1907-11-02;1983-04-08
Sigurd Køhn;1959-08-06;2004-12-26
Sigurd Raschèr;1907-05-15;2001-02-25
Sigursteinn Gíslason;1968-06-25;2012-01-16
Silas Hogan;1911-09-15;1994-01-09
Silas Leachman;1859-08-20;1936-04-28
Silvana Armenulić;1938-05-18;1976-10-10
Silvano Chori Shueg;1900-01-06;1900-01-06
Silverio Franconetti;1831-06-10;1889-05-30
Silvestre Vargas;1901-12-31;1985-10-07
Silvestro Palma;1754-03-15;1834-08-08
Silvi Vrait;1951-04-28;2013-06-28
Simhadri Satyanarayana Rao;1929-10-19;2010-09-10
Simon Alexander Fraser;1845-02-13;1934-04-17
Simon Brehm;1921-12-31;1967-02-11
Simon Brint;1950-09-26;2011-05-29
Simon Chimbetu;1955-09-23;2005-08-14
Simon E. Jacobsohn;1839-12-24;1902-10-02
Simon Le Duc;1742-01-15;1777-01-22
Simon Scott (painter);1966-10-20;2014-08-08
Simone Battle;1989-06-17;2014-09-05
Simone Mantia;1873-02-06;1951-06-25
Sims Reeves;1821-10-21;1900-10-25
Simón Bajour;1928-04-04;2005-02-08
Simón Díaz;1928-08-08;2014-02-19
Simón Echeverría;1972-07-09;2006-07-31
Sinclair Traill;None;1981-01-11
Sindo Garay;1867-04-12;1968-07-17
Sing Miller;1914-06-17;1990-05-18
Singin' Sammy Ward;1932-07-28;1995-03-28
Singleton Palmer;1913-11-13;1993-03-08
Sinn Sisamouth;1932-08-23;1976-06-18
Sippie Wallace;1898-11-01;1986-11-01
Sipra Bose;None;2008-04-22
Sir Galba;None;1957-09-18
Sir Harold Boulton 2nd Baronet;None;1935-06-01
Sir Lancelot (singer);1902-03-24;2001-03-12
Sirima;1964-02-14;1989-12-07
Sirimavo Bandaranaike;1916-04-17;2000-10-10
Sirkazhi Govindarajan;1933-01-19;1988-03-24
Sirone (musician);1940-09-28;2009-10-21
Sirous Ghayeghran;1962-01-22;1998-04-06
Sis Cunningham;1909-02-19;2004-06-27
Sista Monica Parker;1956-04-27;2014-10-09
Sister Mary Ignatius Davies;1921-11-18;2003-02-09
Sister Rosetta Tharpe;1915-03-20;1973-10-09
Sita Chan;1987-03-10;2013-04-17
Siv Pettersson;1955-03-03;1975-01-12
Sivuca;1930-03-26;2006-12-14
Sjonni Brink;1974-08-29;2011-01-17
Skatemaster Tate;1959-09-09;2015-10-13
Skeeter Best;1914-11-20;1985-05-27
Skeeter Bonn;1923-04-06;1994-11-06
Skeeter Davis;1931-12-30;2004-09-19
Skeets Herfurt;1911-05-28;1992-04-17
Skeets McDonald;1915-10-01;1968-03-31
Skeets Tolbert;1909-02-14;2000-11-30
Skinnay Ennis;1907-08-13;1963-06-03
Skinny Dennis;1946-09-03;1975-03-20
Skip Battin;1934-02-18;2003-07-06
Skip James;1902-06-09;1969-10-03
Skip Miller;None;2009-09-04
Skip Scarborough;1944-11-26;2003-07-03
Skip Spence;1946-04-18;1999-04-16
Skippy Williams;1916-07-27;1994-02-28
Skitch Henderson;1918-01-27;2005-11-01
Skonk Nicholson;1917-02-06;2011-02-27
Sky Saxon;1937-08-20;2009-06-25
Slam Stewart;1914-09-21;1987-12-10
Slats Long;1906-12-06;1964-03-12
Slavko Avsenik;1929-11-26;2015-07-02
Slavko Banduka;1947-02-25;1992-06-19
Sled Allen;1886-12-23;1959-10-16
Sleepy John Estes;1899-01-25;1977-06-05
Slick Jones;1907-04-13;1969-11-02
Slim Bryant;1908-12-07;2010-05-28
Slim Dusty;1927-06-13;2003-09-19
Slim Gaillard;1916-01-04;1991-02-26
Slim Harpo;1924-01-11;1970-01-31
Slim Rhodes;None;1966-03-10
Slim Richey;1938-02-11;2015-05-31
Slim Whitman;1923-01-20;2013-06-19
Slim Wilson;1910-07-14;1990-07-15
Slimane Azem;1918-09-19;1983-01-31
Slobodan Kovačević;1946-12-29;2004-03-22
Sluggy Ranks;None;2012-07-29
Smiley Bates;1937-10-16;1997-01-08
Smiley Burnette;1911-03-18;1967-02-16
Smiley Culture;1963-02-10;2011-03-15
Smiley Lewis;1913-07-05;1966-10-07
Smith Ballew;1902-01-21;1984-05-02
Smokey Hogg;1914-01-27;1960-05-01
Smokey Johnson;1936-11-14;2015-10-06
Smokey Mayfield;1924-06-20;2008-09-11
Smokey Rogers;1917-03-23;1993-11-23
Smokey Wilson;1936-07-11;2015-09-08
Smoky Babe;None;1975-06-20
Smoky Dawson;1913-03-19;2008-02-13
Snakefinger;1949-06-17;1987-07-01
Sneaky Pete Kleinow;1934-08-20;2007-01-06
Snooks Eaglin;1936-01-21;2009-02-18
Snooky Lanson;1914-03-27;1990-07-02
Snooky Pryor;1921-09-15;2006-10-18
Snooky Young;1919-02-03;2011-05-11
Snub Mosley;1905-12-29;1981-07-21
Snuff Garrett;1938-07-05;2015-12-16
Snuffy Jenkins;1908-10-27;1990-04-29
Soerip;1921-10-22;1992-05-07
Soetjipto Soentoro;1941-06-16;1994-11-12
Soffi Schønning;1895-10-02;1994-09-09
Sofia Liljegren;None;1795-12-06
Sofia Scalchi;1850-11-29;1922-08-22
Sofia Vembo;1910-02-10;1978-03-11
Sofia W.D.;1924-10-12;1986-07-23
Sohrab Fakir;None;2009-10-23
Soko Richardson;1939-12-08;2004-01-29
Sol Hoʻopiʻi;None;1953-11-16
Sol Raye;None;2006-03-31
Solange Michel;1912-11-27;2010-12-15
Solhi al-Wadi;1934-02-12;2007-09-30
Soliman Gamil;1924-12-24;1994-06-13
Solomon Burke;1940-03-21;2010-10-10
Solomon Dias Bandaranaike;1862-05-22;1946-07-31
Solomon Khromchenko;1907-12-04;2002-01-20
Solomon King;1930-08-13;2005-01-21
Soma Edirisinghe;1939-07-05;2015-11-05
Son Bonds;1909-03-16;1947-08-31
Son House;1902-03-21;1988-10-19
Son Seals;1942-08-14;2004-12-20
Sona Aslanova;1924-10-04;2011-03-09
Soni Pabla;1976-06-29;2006-10-14
Sonia Pottinger;1931-06-21;2010-11-03
Sonny Berman;1925-04-21;1947-01-16
Sonny Boy Nelson;1908-12-23;1998-11-04
Sonny Boy Williamson I;1914-03-30;1948-06-01
Sonny Boy Williamson II;1912-12-05;1965-05-24
Sonny Bradshaw;1926-03-28;2009-10-10
Sonny Brogan;1906-07-04;1965-01-01
Sonny Clark;1931-07-21;1963-01-13
Sonny Clay;1899-05-15;1973-04-13
Sonny Cohn;1925-03-14;2006-11-07
Sonny Criss;1927-10-23;1977-11-19
Sonny Dallas;1931-10-27;2007-07-22
Sonny Dunham;1911-11-16;1990-07-09
Sonny Fisher;1931-11-13;2005-10-08
Sonny Greer;1895-12-13;1982-03-23
Sonny Igoe;1923-10-08;2012-03-28
Sonny James;1928-05-01;2016-02-22
Sonny King (singer);1922-04-01;2006-02-03
Sonny Knight;1934-05-17;1998-09-05
Sonny Okosun;1947-01-01;2008-05-24
Sonny Parker (musician);1925-05-05;1957-02-07
Sonny Payne;1926-05-04;1979-01-29
Sonny Red;1932-12-17;1981-03-20
Sonny Russo;1929-03-20;2013-02-23
Sonny Sharrock;1940-08-27;1994-05-26
Sonny Stitt;1924-02-02;1982-07-22
Sonny Terry;1911-10-24;1986-03-11
Sonny Thompson;1916-08-22;1989-08-11
Sonny White;1917-11-11;1971-04-28
Soo Bee Lee;1934-05-09;2005-08-31
Soolamangalam Sisters;['1937-04-24', '1940-11-06'];1992-03-01
Sophia Schröder;None;1750-01-29
Sophie Braslau;1892-08-16;1935-12-22
Sophie Carmen Eckhardt-Gramatté;1899-01-06;1974-12-02
Sophie Cruvelli;1826-03-12;1907-11-06
Sophie Drinker;1888-08-24;1967-09-06
Sophie Gail;1775-08-28;1819-07-24
Sophie Lebrun;1781-07-20;1863-07-23
Sophie Stebnowska;None;1848-02-16
Sophie Stehle;1838-05-15;1921-10-04
Sophie Watillon;1965-12-07;2005-08-31
Sophus Andersen;1859-12-08;1923-09-19
Soraya (musician);1969-03-11;2006-05-10
Sotiria Bellou;1921-08-22;1997-08-27
Soulja Slim;1977-09-09;2003-11-26
Spade Cooley;1910-12-17;1969-11-23
Spanky Davis;1943-03-06;['2014-10-23', '2014-10-24']
Spanky DeBrest;1937-04-24;1973-03-02
Spartaco Bandinelli;1921-03-27;1997-02-17
Speckled Red;1892-10-23;1973-01-02
Specs Powell;1922-06-05;2007-09-15
Specs Wright;1927-09-08;1963-02-06
Speed Webb;['1906-06-18', '1906-07-18'];1994-11-04
Speedy Haworth;1922-05-16;2008-02-26
Speedy Keen;1945-03-29;2002-03-12
Speedy West;1924-01-25;2003-11-15
Spencer Clark (musician);1908-03-15;1998-05-27
Spencer Dryden;1938-04-07;2005-01-11
Spencer Williams;1889-10-14;1965-07-14
Spike Hughes;1908-10-19;1987-02-02
Spike Robinson;1930-01-16;2001-10-29
Spud Murphy;1908-08-19;2005-08-05
Squire Gersh;1913-05-13;1983-04-27
Sri Kommineni;1966-09-13;2015-04-18
Sripada Pinakapani;['1913-08-03', '1913-08-13'];2013-03-11
St. Clair Lee;1944-04-24;2011-03-08
St. Clair Pinckney;1930-09-17;1999-02-01
Stan Barker;1926-05-24;1997-07-02
Stan Cornyn;1933-07-08;2015-05-11
Stan Getz;1927-02-02;1991-06-06
Stan Greig;1930-08-12;2012-11-18
Stan Hasselgård;1922-10-04;1948-11-23
Stan Hugill;1906-11-19;1992-05-13
Stan Jones (songwriter);1914-06-05;1963-12-13
Stan Kann;1924-12-09;2008-09-29
Stan Keller;1907-05-01;1990-08-07
Stan Kenton;1911-12-15;1979-08-25
Stan Levey;1926-04-05;2005-04-19
Stan Polley;1922-04-07;2009-07-20
Stan Puls;1916-01-26;1998-04-20
Stan Rogers;1949-11-29;1983-06-02
Stan Seltzer;1927-11-08;2000-08-01
Stan Stennett;1925-07-30;2013-11-26
Stan Szelest;1943-02-11;1991-01-20
Stan Tracey;1926-12-30;2013-12-06
Stan Wilson (folk musician);1922-05-02;2005-06-08
Stan Wrightsman;1910-06-15;1975-12-17
Stanislao Mattei;1750-02-10;1825-05-17
Stanislav Neuhaus;1927-03-21;1980-01-24
Stanislava Součková;1923-11-27;1997-07-23
Stanisław Barcewicz;1858-04-16;1929-11-02
Stanisława Zawadzka;1890-02-05;1988-07-21
Staniša Stošić;None;2008-04-07
Stanley Albert Watson;1926-09-20;1978-10-20
Stanley Bate;1911-12-12;1959-10-19
Stanley Beckford;1942-02-17;2007-03-30
Stanley Black;1913-06-14;2002-11-27
Stanley Dance;1910-09-15;1999-02-23
Stanley Gardner;1890-12-13;1945-08-17
Stanley Kirkby;None;1949-10-30
Stanley Lupino;1893-06-15;1942-06-10
Stanley Marchant;1883-05-15;1949-02-28
Stanley Peiris;1941-06-12;2002-10-13
Stanley Robertson (folk singer);1940-06-08;2009-08-02
Stanley Spiro;1919-05-27;2011-10-06
Stanley Turrentine;1934-04-05;2000-09-12
Stanley Wilson (composer);1917-11-25;1970-07-12
Stanoje Glavaš;1763-02-21;1815-02-25
Stanyslav Lyudkevych;1879-01-24;1979-09-10
State of Bengal;1965-04-16;2015-05-19
Static Major;1974-11-11;2008-02-25
Stefan Askenase;1896-07-10;1985-10-18
Stefan Bolesław Poradowski;1902-08-16;1967-07-09
Stefan Dimitrov (bass);1939-11-22;2004-08-13
Stefan Haag;1925-03-26;1986-12-25
Stefan Witas;1908-06-21;2006-08-18
Stefanie Sargent;1968-06-01;1992-06-27
Stefano Gobatti;1852-07-05;1913-12-17
Stefano Pavesi;1779-01-22;1850-07-28
